episode,ep_reward,avg_loss,avg_q,epsilon,n_transitions,global_abm_step,buffer_size,wall_time_s
250,-1435.9926168132986,0.008262614077043267,-3.2084563768566707,0.14679075000000008,5945,179623,100000,12155.4,-1269.9435298204949,26.328696856481407,0.4089237199867924,7.348247622568081,0.2827180984494909
251,-1238.8788263510025,0.008101054589864695,-3.3695913751457764,0.1433802500000001,5587,180341,100000,12236.8
252,-1308.1139684153593,0.007857455618988892,-3.299325100058762,0.139965,5792,181060,100000,12286.0
253,-1311.2104612555872,0.008161385488479698,-3.2273907658057963,0.13654975000000003,5643,181779,100000,12337.5
254,-1221.357805742626,0.008371392198340273,-3.3590177257722837,0.13313450000000004,5382,182498,100000,12386.6
255,-1288.2880732183157,0.0081475456476633,-3.3138759282956918,0.12971924999999995,5816,183217,100000,12438.9
256,-1335.0699786016564,0.008278858306257304,-3.2325564440555903,0.12630399999999997,5775,183936,100000,12491.7
257,-1322.9985298096965,0.008650651613342398,-3.2981105990754864,0.1228887500000001,5708,184655,100000,12540.2
258,-1262.2442128276298,0.00840663632184565,-3.3901631197386357,0.11947350000000012,5677,185374,100000,12587.8
259,-1293.2367392273206,0.007970760770061909,-3.3688093621111794,0.11605825000000003,5762,186093,100000,12640.9
260,-1329.2241547106273,0.00818852133068616,-3.426998808837586,0.11264300000000005,5873,186812,100000,12694.8,-1275.5350874638855,48.399043719275966,0.40100640025431256,7.3096478192458205,0.2814348579305036
261,-1338.5596010897916,0.008070305248633423,-3.294172498411683,0.10923725000000006,5922,187529,100000,12779.5
262,-1240.4729852161622,0.007725957563513371,-3.340101259717411,0.10584100000000007,5612,188244,100000,12826.4
263,-1318.0882076603086,0.0077659680301821995,-3.2648643495902756,0.10244000000000009,5721,188960,100000,12876.3
264,-1314.4661810781352,0.008004953943379387,-3.3191758560757556,0.0990247500000001,5695,189679,100000,12924.6
265,-1292.4646782328966,0.007827154673700907,-3.4215229232931104,0.09560950000000001,5908,190398,100000,12977.9
266,-1314.8651653248958,0.007473712562582894,-3.362353580810415,0.09220375000000014,5667,191115,100000,13029.5
267,-1340.9944269941127,0.007656018843406717,-3.342861880306195,0.08878850000000005,5951,191834,100000,13088.3
268,-1377.3013358935088,0.0075894895665288295,-3.311849103301414,0.08537325000000007,5970,192553,100000,13150.0
269,-1259.0729372612907,0.007493763545616752,-3.3368081956218196,0.08197225000000008,5565,193269,100000,13205.4
270,-1343.4252695875653,0.007410474451833387,-3.35420480977081,0.07855699999999999,5783,193988,100000,13256.7,-1281.1489005341668,34.209161601924045,0.4137460940291273,7.311133476443617,0.2820858069055829
271,-1281.8725103423117,0.007723164866992694,-3.3248396345253277,0.07514175000000001,5503,194707,100000,13343.6
272,-1302.7956622580202,0.007608211696214884,-3.3613637379671077,0.07174075000000013,5716,195423,100000,13392.6
273,-1239.5391158388907,0.007328907374584348,-3.433656285941559,0.06832550000000004,5676,196142,100000,13444.8
274,-1292.5374057894119,0.007414746479575958,-3.371516182091118,0.06491025000000006,5703,196861,100000,13497.8
275,-1232.1737627804362,0.007545825787154209,-3.44192477907169,0.06150925000000007,5512,197577,100000,13548.7
276,-1339.7351280825997,0.007196851725393657,-3.398259277244562,0.05809399999999998,5841,198296,100000,13601.5
277,-1333.0041049311478,0.007172874658391831,-3.4273095273889274,0.054683499999999996,5795,199014,100000,13655.0
278,-1279.0396776377286,0.007353995406736596,-3.410192981214178,0.051268250000000015,5632,199733,100000,13706.9
279,-1226.7268260860824,0.0072368939962141705,-3.4545108962069655,0.050000000000000044,5605,200452,100000,13758.0
280,-1247.5473554244472,0.0070379758205558925,-3.4724629843560075,0.050000000000000044,5611,201171,100000,13809.4,-1283.6536146883213,42.02245829296209,0.4082276744337655,7.3169662519669725,0.2861323442243382
281,-1318.304918618403,0.007217919194437353,-3.3792590152621163,0.050000000000000044,5679,201888,100000,13893.8
282,-1297.2788212455425,0.007139039758440241,-3.493319359716657,0.050000000000000044,5871,202607,100000,13948.4
283,-1310.6746915296208,0.007078327013328892,-3.4879755269671677,0.050000000000000044,5729,203326,100000,14002.5
284,-1296.5892279433676,0.007025572122054372,-3.446522944269019,0.050000000000000044,5737,204045,100000,14055.7
285,-1307.985599433408,0.007232599909918277,-3.5262549236502894,0.050000000000000044,5886,204763,100000,14112.5
286,-1277.0786304081716,0.007153588657781427,-3.543615002110835,0.050000000000000044,5718,205482,100000,14167.4
287,-1311.3344604391796,0.006834225395108646,-3.522869019175779,0.050000000000000044,5864,206201,100000,14221.0
288,-1320.2497344323479,0.006974010345902809,-3.477451625534198,0.050000000000000044,5710,206920,100000,14274.8
289,-1253.7747086053905,0.0068855565766867,-3.5287710732920874,0.050000000000000044,5728,207639,100000,14329.3
290,-1292.56805953791,0.006972117472766288,-3.4874332672399135,0.050000000000000044,5663,208357,100000,14382.9,-1281.695529989952,20.33036064382613,0.4077619455648235,7.313816864136724,0.2844743155283328
291,-1361.6261583067442,0.006617908610079597,-3.463139323003815,0.050000000000000044,6057,209075,100000,14472.6
292,-1143.8695487682455,0.006595258787642876,-3.5747163761875993,0.050000000000000044,5244,209794,100000,14522.4
293,-1210.2467469257779,0.00650048527609844,-3.569177466290399,0.050000000000000044,5566,210513,100000,14574.9
294,-1272.7113033065998,0.006408933468381424,-3.4645330348270993,0.050000000000000044,5603,211230,100000,14627.3
295,-1286.8367932650576,0.006787159858596443,-3.5013269443475066,0.050000000000000044,5686,211948,100000,14681.5
296,-1271.7641822081137,0.006880186179005854,-3.524926047396055,0.050000000000000044,5715,212666,100000,14735.3
297,-1271.01586396226,0.007082865476495466,-3.48725338212345,0.050000000000000044,5490,213383,100000,14786.6
298,-1282.9828339160883,0.0069979937644587655,-3.547623125511523,0.050000000000000044,5627,214098,100000,14839.5
299,-1379.1847992838236,0.007155533526309813,-3.4870025450473037,0.050000000000000044,6136,214817,100000,14893.3
300,-1300.5808433599138,0.006972903040705443,-3.5767413721303734,0.050000000000000044,5886,215535,100000,14948.5,-1275.283128279089,26.95288933597251,0.4069141252397926,7.4217019627352085,0.2813836575336398
301,-1211.0604311020527,0.0067134860542436775,-3.58988915184951,0.050000000000000044,5440,216254,100000,15032.3
302,-1291.15643983905,0.0066689598281674985,-3.5069583139900713,0.050000000000000044,5738,216969,100000,15087.5
303,-1295.1029555773955,0.006904443088902717,-3.516082515742641,0.050000000000000044,5689,217687,100000,15157.1
304,-1216.2065811280538,0.006913706769039206,-3.629850668727025,0.050000000000000044,5572,218406,100000,15212.6
305,-1237.0150271546358,0.006787872690546198,-3.5340460770284734,0.050000000000000044,5383,219123,100000,15260.5
306,-1310.825314193348,0.00697503028573159,-3.617363501441738,0.050000000000000044,5794,219842,100000,15312.8
307,-1234.735650895253,0.0070410596328250264,-3.6050745217507703,0.050000000000000044,5601,220559,100000,15360.0
308,-1326.202929540673,0.0070059811929604554,-3.5764196761427107,0.050000000000000044,5761,221278,100000,15409.0
309,-1216.4696091583317,0.006707723967746632,-3.613226129873415,0.050000000000000044,5481,221997,100000,15455.4
310,-1260.2336827473189,0.006874858233117062,-3.6194877080358827,0.050000000000000044,5720,222716,100000,15507.2,-1309.661729451632,44.79193822562724,0.41335755954028724,7.378803570916103,0.292599992221824
311,-1274.4008825228757,0.00681037910377718,-3.616843801410045,0.050000000000000044,5709,223434,100000,15588.1
312,-1278.1963414587315,0.006455318711075605,-3.6710002836153564,0.050000000000000044,5940,224153,100000,15637.6
313,-1285.2124772196944,0.006642664726684129,-3.625277470257704,0.050000000000000044,5744,224870,100000,15685.3
314,-1268.6708807631762,0.006883682289272874,-3.5454084438202385,0.050000000000000044,5459,225589,100000,15732.7
