episode,ep_reward,avg_loss,avg_v_now,n_decisions,n_transitions,n_updates,wall_time_s,train_CR,train_WT,train_DU,val_reward_mean,val_reward_std,val_CR,val_WT,val_DU
159,-2333.0704412592904,0.05081152552441183,-3.7125083778422594,8509,8509,266,15.028588056564331,0.5922152560083594,5.499328888344072,0.44802883464943766,-2374.337624072704,112.75792081622279,0.6166514724660208,5.402995925240392,0.42259470477504807
160,-2251.4670390715487,0.04339996982469327,-3.7702576671331807,8637,8637,270,15.537422895431519,0.6615651169506208,5.242518514370459,0.4232607147097234,,,,,
161,-2357.6702310618057,0.050398953780128423,-3.7584228954653898,8841,8841,277,20.125264167785645,0.620651573716179,5.237158587592089,0.43318467252360426,,,,,
162,-2394.6348248041086,0.047609381856662886,-3.7578479738674053,8937,8937,280,16.253697872161865,0.633361087982237,5.376388268775367,0.4244066421305822,,,,,
163,-2408.1423211186107,0.06767479947844927,-3.7622739763360635,8898,8898,279,16.81784200668335,0.635297402960067,5.456622125781869,0.42642603082597813,,,,,
164,-2387.7835486645804,0.050287046717763274,-3.777463872546602,8813,8813,276,15.786340236663818,0.6438547486033519,5.453854459549831,0.43964938890995536,,,,,
165,-2413.413101426382,0.06140517581732931,-3.794726562615001,9122,9122,286,16.76452398300171,0.6224743980071963,5.398958575614826,0.4269056709465336,,,,,
166,-2406.20700844452,0.05110285127871962,-3.8109974191188267,8758,8758,274,18.35624599456787,0.5827436037016875,5.406070966637376,0.43177575721081474,,,,,
167,-2239.9964835453766,0.05611213994678995,-3.80757127437855,8398,8398,263,17.786330699920654,0.6157253599114064,5.42449093141687,0.4242455529661642,,,,,
168,-2491.035232458178,0.05776586493843102,-3.8060620790952213,8932,8932,280,17.977740049362183,0.596014004847832,5.728387689637226,0.4314363305380644,,,,,
169,-2473.722416191974,0.04535639570014358,-3.7884664810680277,9254,9254,290,23.814048051834106,0.6458635703918723,5.275123889488627,0.4147816513761468,-2345.3955621712093,72.65718656045117,0.6064003178427899,5.439081226229303,0.42002053630907
170,-2668.4173242817146,0.04650100870238247,-3.945915059092375,9487,9487,297,16.27824091911316,0.6029173419773096,5.773505841191599,0.43845362208599936,,,,,
171,-2486.650775353033,0.05586014393816835,-3.9306338693077936,8933,8933,280,15.509228944778442,0.6193530395984383,5.4367103039825215,0.4354026845637584,,,,,
172,-2468.9868603359746,0.046984116533963845,-3.9021167782392427,9269,9269,290,16.222151041030884,0.6426785218116143,5.413657558423015,0.4309766300572054,,,,,
173,-2211.9109766134425,0.04508504399564117,-3.900150282885791,8440,8440,264,14.820476293563843,0.6188850967007964,5.393273919922112,0.4165280173400699,,,,,
174,-2428.89914516196,0.05442034213146108,-3.919864729870487,8919,8919,279,15.30821180343628,0.6231060606060606,5.456205377314498,0.4524021088798057,,,,,
175,-2235.291870373003,0.04779026181058172,-3.9199537299037757,8415,8415,263,14.59027886390686,0.6058871627146362,5.401190020967504,0.41802971469693107,,,,,
176,-2417.674104031232,0.04765607537529259,-3.938832401814812,8628,8628,270,14.80504584312439,0.5833333333333334,5.5239419662106695,0.4373402303690115,,,,,
177,-2482.815629594049,0.06392860521390054,-3.9441627213083232,8963,8963,281,15.566694974899292,0.6208504801097394,5.331606729516188,0.43740018461267965,,,,,
178,-2509.5366854981494,0.05496793657279851,-3.956398348264394,9109,9109,285,15.670569896697998,0.6241324079017618,5.585828075613712,0.4565455244403702,,,,,
179,-2498.036373629024,0.050432518129431024,-3.9364837327849957,9199,9199,288,15.96375584602356,0.6252359126449177,5.270255475093275,0.4484751489286032,-2416.1884555858364,56.226390736400006,0.6194909963108765,5.453700209582884,0.416514549434743
180,-2437.7627102666384,0.04365999218599315,-3.961682117333091,9118,9118,285,15.97147798538208,0.6470080552359033,5.288033100703127,0.4243456117493782,,,,,
181,-2464.483853480627,0.04918737149247801,-3.984171282329106,9045,9045,283,15.989261150360107,0.6101043382756727,5.410188320551516,0.4227777447895018,,,,,
182,-2372.003501088091,0.056478551073460344,-3.9821879544157834,8654,8654,271,16.300891160964966,0.6373469968687732,5.518317546153509,0.42669997385772795,,,,,
183,-2258.1065598097634,0.049595673929391314,-3.9672877643079163,8654,8654,271,15.114187002182007,0.6370287000562747,5.297633745780588,0.43389264827459506,,,,,
184,-2459.370753806726,0.05658801171200944,-3.9822675614678458,8900,8900,279,15.69272518157959,0.6001635322976288,5.581670035708179,0.4246702801695491,,,,,
185,-2320.1240809183128,0.05143648288930465,-4.053284492224399,8496,8496,266,14.723401069641113,0.5940136054421769,5.517459959729745,0.4282794117647059,,,,,
186,-2425.9211501746395,0.04549733919598031,-4.0459094142337735,9105,9105,285,16.126325845718384,0.6527466367713004,5.219142156981828,0.42774279327323467,,,,,
187,-2278.431328694466,0.045842882758853114,-4.049019871460946,8792,8792,275,15.35446572303772,0.6450252951096122,5.222266243944107,0.42075155052900404,,,,,
188,-2319.157084354241,0.05043051486188518,-4.039548349252401,8562,8562,268,14.766831874847412,0.6197420078519349,5.275807510831156,0.4171761323206947,,,,,
189,-2288.240691539299,0.049663381198414173,-4.053489332634305,8568,8568,268,14.640709161758423,0.6126024300649902,5.314046345919694,0.42089296709567936,-2360.88379739128,71.54039446734164,0.6138324518816735,5.475786346857754,0.4142126872732712
190,-2604.9580026833855,0.047402506941283236,-4.062792287039881,9393,9393,294,16.357479095458984,0.6300949190396427,5.390736682177968,0.42576591859913454,,,,,
191,-2209.0449616558035,0.04369971843015303,-4.058350274190539,8338,8338,261,14.130151987075806,0.5954710651383841,5.439446642032024,0.4075523380943064,,,,,
192,-2500.0026432926356,0.051416678318584506,-4.0764249460689035,8790,8790,275,15.076818227767944,0.5986984815618221,5.5993628401283555,0.4373474611584023,,,,,
193,-2511.9807152477774,0.049265835874517556,-4.07139457495599,9383,9383,294,16.69426989555359,0.639899972214504,5.396395080454068,0.4236491662247363,,,,,
194,-2440.1464448306356,0.06254393788250653,-4.068712400191558,9091,9091,285,16.84452176094055,0.6567164179104478,5.333885444615468,0.41805627931214173,,,,,
195,-2296.89685716105,0.04636659944335815,-4.042453140530469,8530,8530,267,14.809968709945679,0.6018957345971564,5.299878191300905,0.40778823978729967,,,,,
196,-2175.7591540373105,0.05352644220367074,-4.041892167021081,7978,7978,250,13.431462049484253,0.5778025655326269,5.334017665991967,0.4020585930435831,,,,,
197,-2333.918637692772,0.050056672679869844,-4.022501832427733,8696,8696,272,15.47206997871399,0.6292479108635097,5.43914202987271,0.4362586639803942,,,,,
198,-2272.1352166385363,0.05131297934298905,-4.033480435035038,8296,8296,260,14.293797969818115,0.6114987440692158,5.539816803136226,0.43092100353715507,,,,,
199,-2438.3516608414116,0.05351629418603677,-4.0295750631559235,8955,8955,280,15.543669939041138,0.6049481245011972,5.389116908463625,0.451246866341206,-2358.3030914124415,49.29106200581152,0.6189352158111795,5.41037023475407,0.41730466733587346
200,-2327.814661326025,0.05151597882564332,-4.074940312780985,8405,8405,263,14.394127130508423,0.5873460246360582,5.513792868242908,0.4107107994052893,,,,,
201,-2455.701222373287,0.04405706537828008,-4.055653881542479,9011,9011,282,15.592319965362549,0.6251399776035834,5.436362425692631,0.4330496159435333,,,,,
202,-2478.8076514912736,0.04630434501113073,-4.071242317388234,8812,8812,276,15.190482139587402,0.5845859524460235,5.782546194070346,0.4186375761911149,,,,,
203,-2215.439496054498,0.04250742302143148,-4.05173420791,8288,8288,259,13.927945137023926,0.5909859154929578,5.377115754993327,0.3978391356542617,,,,,
204,-2285.098910536743,0.045959784821143226,-4.051012565421794,8668,8668,271,14.937295913696289,0.6335877862595419,5.209908756946383,0.4138219373010401,,,,,
205,-2353.6148651121953,0.04865845395733235,-4.045460883841481,8663,8663,271,14.700593948364258,0.5992984349703184,5.445785935225278,0.4333475580146269,,,,,
206,-2549.9350413958396,0.04238736153974269,-4.044420202438499,9149,9149,286,15.974820852279663,0.6225075116088501,5.696359899558449,0.4423404658208673,,,,,
207,-2465.8104759210064,0.04468389585880297,-4.048589455664351,8947,8947,280,15.751587152481079,0.6338582677165354,5.381722433624456,0.44298304080574685,,,,,
208,-2321.488560040871,0.04246300308122521,-4.037533374909961,8720,8720,273,15.037099123001099,0.6293250141803743,5.287684915529352,0.42173609771300513,,,,,
209,-2318.3930097627695,0.054196621142941846,-4.042152233692173,8708,8708,273,14.966939926147461,0.6229184307084392,5.357064964891942,0.42536765257019504,-2422.4162582370127,41.75457452872393,0.6196308318528084,5.476500476595597,0.41965691734982535
210,-2380.8353361825757,0.044885155046358705,-4.059376271633233,8951,8951,280,15.38408875465393,0.6303667898777368,5.41493842352957,0.4156479217603912,,,,,
211,-2395.2741580667766,0.04842570532734195,-4.0558465814336095,8811,8811,276,15.000834941864014,0.6250701065619741,5.427365985955355,0.4339811332019822,,,,,
212,-2306.4114399018003,0.04269152965262589,-4.053764106818672,8448,8448,264,14.355313062667847,0.5996215193295485,5.548194907117697,0.43657955094157413,,,,,
213,-2291.3847778101517,0.04933159820963892,-4.052553860796588,8475,8475,265,15.07422161102295,0.5899062327633756,5.250149324679497,0.40570537107198573,,,,,
214,-2306.246480690202,0.04789882697343059,-4.0448716251495345,8689,8689,272,15.568901777267456,0.6396546922862713,5.2815076596836565,0.44232762894962213,,,,,
215,-2352.6732338556267,0.047083460393351435,-4.069972564751485,8654,8654,271,15.383392095565796,0.65,5.213365688073545,0.43402286098013165,,,,,
216,-2456.0164324752577,0.04290448000788808,-4.082352747113255,8992,8992,281,15.606215238571167,0.6300904977375565,5.464058738978791,0.42887873483072725,,,,,
217,-2589.8991335494375,0.05408506190381893,-4.079208689912653,9288,9288,291,16.541043043136597,0.6361637812585875,5.448369402326023,0.45834638972201086,,,,,
218,-2228.370971699206,0.04399467089195859,-4.058493231719569,8472,8472,265,15.051687002182007,0.6290691033695032,5.380786789167184,0.4171399933177414,,,,,
219,-2453.1216153084692,0.04463957643062146,-4.085260973148391,8831,8831,276,15.954681873321533,0.6224433388612494,5.563418127266557,0.43773152231434115,-2413.8834472546273,54.018490109014095,0.6054344453278233,5.441812330566611,0.4200918924277287
220,-2356.849608675303,0.05523970520775411,-4.121708883283482,8412,8412,263,14.63124704360962,0.5907844212835984,5.661719673280197,0.43120504917070307,,,,,
221,-2433.553936070603,0.045282809005165806,-4.118217684837768,8896,8896,278,15.674615859985352,0.6232895839151075,5.369653259158037,0.4195710455764075,,,,,
222,-2153.443663465044,0.050679858666698004,-4.104563987290366,8112,8112,254,14.219619035720825,0.6057013830087496,5.279382870213237,0.4164793784511885,,,,,
223,-2303.0324570738353,0.06905787940637242,-4.120655885307631,8610,8610,270,14.845258951187134,0.589994562262099,5.506078098767059,0.42799498670253416,,,,,
224,-2225.3209282826942,0.04822196276985447,-4.103773249120914,8426,8426,264,14.754423141479492,0.633095577746077,5.373904976074793,0.4193972910628734,,,,,
225,-2428.8204646532913,0.046032427447676286,-4.116972501648527,9013,9013,282,17.50542902946472,0.6388888888888888,5.450703795443301,0.44012060123261554,,,,,
226,-2567.9676530218876,0.04870212976642291,-4.135012816056097,9165,9165,287,18.975335836410522,0.6161150298426479,5.573706401908564,0.44511139158766033,,,,,
227,-2339.297614968104,0.043557142153792486,-4.103088762651497,8864,8864,277,16.289875030517578,0.6494204127791914,5.327002700447077,0.4324023341796962,,,,,
228,-2402.3521553783953,0.04844290471574103,-4.108544783769216,9160,9160,287,17.67106604576111,0.6263433452741802,5.29444232394798,0.42986622576281375,,,,,
229,-2609.9660604317996,0.0450861008020536,-4.122327773481696,9396,9396,294,24.004408836364746,0.6027652220154214,5.579378300794348,0.45981910026971046,-2408.047254168975,23.65272811973159,0.6105067366582905,5.427030310452691,0.41618110219333804
230,-2295.9208029090705,0.046023996982675716,-4.188575570251652,8719,8719,273,15.555704832077026,0.6426155580608793,5.481754033271876,0.42600101736792384,,,,,
231,-2268.119454953422,0.052710083313286304,-4.200296718562472,8516,8516,267,15.752969980239868,0.6140152585476123,5.180608392753764,0.4065380163230618,,,,,
232,-2289.0080454763233,0.04876162320424831,-4.202093389607325,8425,8425,264,14.637357950210571,0.6148169173999433,5.3225179024601,0.41929323286008263,,,,,
233,-2368.706802824554,0.04501768677971132,-4.190466315376556,8879,8879,278,16.348191022872925,0.6314301865460712,5.448101151058968,0.42978825505368606,,,,,
234,-2165.8116437576896,0.05819361607063911,-4.192558034035226,8164,8164,256,14.310703039169312,0.6296938186019642,5.334246949739842,0.4225019669551534,,,,,
235,-2501.2917598769673,0.05446068964000525,-4.251146023957635,8942,8942,280,16.126105070114136,0.6065839179708581,5.425974078623772,0.44207674282366727,,,,,
236,-2258.554281563722,0.04356293224566083,-4.2361967364021575,8373,8373,262,15.993206977844238,0.6024404086265607,5.484876590709293,0.39915709839312574,,,,,
237,-2481.2602923011937,0.048571847403976826,-4.237587534935489,9011,9011,282,16.774353981018066,0.6421376608841634,5.5974097177136635,0.4360827275223656,,,,,
238,-2466.578148660471,0.04586865596303886,-4.2317376644093745,8793,8793,275,27.24583101272583,0.6143958868894601,5.689661853314352,0.43678845038610625,,,,,
239,-2493.2905240570853,0.04599575073173417,-4.236142523454577,9301,9301,291,17.206836938858032,0.618109187749667,5.437983143158024,0.4292595086815214,-2423.4688445994198,113.0013632498883,0.6114332682518926,5.401243229786537,0.4190933757812895
240,-2397.813726663714,0.06666121213789006,-4.239442735503102,8707,8707,273,29.48392605781555,0.6086121777290181,5.46679514339139,0.44826861278793884,,,,,
241,-2240.2273778021813,0.08877961892205322,-4.2244923635978475,8577,8577,269,17.705633878707886,0.6317751648981933,5.315080579051342,0.4225815705636333,,,,,
242,-2294.669241965399,0.05093082832350927,-4.24888254266343,8344,8344,261,15.392903089523315,0.6060522696011004,5.396130308160982,0.4285900461923862,,,,,
243,-2296.1578974372364,0.046512649613806474,-4.220739654140076,8758,8758,274,17.974757194519043,0.624965171356924,5.257896546791911,0.41601430791333155,,,,,
244,-2478.7273665170696,0.05491444905757481,-4.2388282935654304,9004,9004,282,24.2253098487854,0.6190990018883193,5.394989460885127,0.44226880609825286,,,,,
245,-2425.962506700106,0.05188316981083707,-4.207230615884183,8885,8885,278,15.899226188659668,0.6203426706554256,5.328933399129617,0.4451937081270026,,,,,
246,-2286.0339475277397,0.04391815282093982,-4.209126360728258,8624,8624,270,16.344947814941406,0.6379613356766256,5.321265919677836,0.4129334554792978,,,,,
247,-2490.278345949482,0.04979599647942865,-4.219701096493947,9120,9120,285,17.059021949768066,0.6180234141029132,5.359149596795575,0.4488519931194376,,,,,
248,-2438.031478555215,0.04848941000278241,-4.2077482635479715,8946,8946,280,16.586862087249756,0.6346967559943583,5.422043425450603,0.45121244969781565,,,,,
249,-2119.780021868298,0.04779426658323275,-4.217130505903372,7930,7930,248,19.545384168624878,0.6119360365505425,5.355211530615773,0.42344030965225077,-2352.5683472806154,72.57671134192503,0.6198589673414169,5.36687972320071,0.4191689442998154
250,-2397.9045106852573,0.048664939901356,-4.186247612811204,8873,8873,278,19.25521206855774,0.6265128060793695,5.429272847327915,0.4282475971710089,,,,,
251,-2329.6041164958974,0.06813307168082364,-4.195347140627943,8898,8898,279,16.853816032409668,0.6382920110192838,5.094423441985833,0.43574354009978405,,,,,
252,-2395.6590838417237,0.06988400668501013,-4.213055038092398,8483,8483,266,16.01182198524475,0.596655328798186,5.518865206882696,0.4173013983933353,,,,,
253,-2466.359435350424,0.05273486831751854,-4.207079788443317,8819,8819,276,16.56902813911438,0.6141924959216966,5.572891779453644,0.45522354391927455,,,,,
254,-2141.534662645005,0.04632595380218664,-4.188437316736139,8333,8333,261,15.667988777160645,0.6300229621125144,5.140984111793491,0.40878016389236826,,,,,
255,-2427.8794392523832,0.05171312675629063,-4.299529310797348,8967,8967,281,28.62271785736084,0.6203703703703703,5.386791373099993,0.4370533993536336,,,,,
256,-2182.4304070451803,0.09202990942729974,-4.2915896899143355,8097,8097,254,17.18470025062561,0.5945429740791269,5.379809336930042,0.4307713170702307,,,,,
257,-2414.7930486809514,0.049285972168782596,-4.298683487315374,8927,8927,279,17.23420286178589,0.6124794745484401,5.529798329201308,0.4326312666864432,,,,,
258,-2352.028667506518,0.06253939006313845,-4.289205908515257,8709,8709,273,17.603343963623047,0.6094175285792053,5.260525895412765,0.4374058678233628,,,,,
259,-2276.1426668044273,0.05436832069673322,-4.287497739135288,8773,8773,275,18.295042037963867,0.6556766055045872,5.1220210631221885,0.41693744027052854,-2395.4549873481883,76.7859956630911,0.6180731438927197,5.401573537473295,0.41330502294280347
260,-2382.429380954372,0.04245248564031784,-4.311891053746165,8987,8987,281,18.383250951766968,0.6372521641999441,5.221275672037666,0.42158838649374925,,,,,
261,-2516.870187610224,0.054568718014739115,-4.334306666002525,9042,9042,283,19.09505319595337,0.6290059750135796,5.554386379702337,0.46521978594501256,,,,,
262,-2484.9297227156762,0.04970524366139386,-4.331974175083335,9226,9226,289,15.966358661651611,0.6380419580419581,5.419432805267502,0.43130839045912855,,,,,
263,-2357.358998794954,0.0499692693879099,-4.316524223810916,8809,8809,276,15.381691217422485,0.5986413043478261,5.383375929965774,0.4267467728022519,,,,,
264,-2387.7268370305133,0.06426789980410942,-4.334828352385332,8389,8389,263,14.67894983291626,0.5652288965334744,5.553508332314954,0.4549020795783288,,,,,
265,-2455.643336936319,0.04882366452950218,-4.409937226710004,9184,9184,287,15.997676134109497,0.665151945470037,5.342416437119079,0.4295799505824215,,,,,
266,-2448.034351584762,0.047584608048068036,-4.418152957726608,8981,8981,281,15.45737886428833,0.6002699055330635,5.372158622261043,0.43851504634846233,,,,,
267,-2411.91469712008,0.05510262284080721,-4.416993307882626,8907,8907,279,15.53035306930542,0.6105205778141183,5.455744010640406,0.43608730703771165,,,,,
268,-2326.574456705841,0.04557312734713175,-4.425067352664211,8894,8894,278,15.638544082641602,0.6642003414911781,5.138735309363856,0.42115713498942,,,,,
269,-2282.461958890944,0.04434215931052511,-4.42677374530351,8793,8793,275,15.27866792678833,0.6252828054298643,5.371943845436565,0.4127858002406739,-2426.2193545027626,51.56736291228574,0.6149603124405004,5.469753046005706,0.4248022127177169
270,-2457.863745439115,0.05001005369522576,-4.378539153957325,9016,9016,282,32.801915884017944,0.6461710452766909,5.313412979666072,0.4415953158560626,,,,,
271,-2344.6104370240546,0.04148334563526557,-4.383695532179949,8863,8863,277,18.169478178024292,0.6240772288472459,5.268225843674048,0.4080041657368147,,,,,
272,-2275.644450368411,0.04937665611400472,-4.40728456902546,8505,8505,266,14.742614030838013,0.6208637128435222,5.323323186551848,0.4253622008790493,,,,,
273,-2464.4509176857505,0.05536816173402423,-4.401946430078216,8786,8786,275,15.295132160186768,0.6173344235486509,5.493215011619907,0.44612068965517243,,,,,
274,-2251.092437760652,0.05558227203669515,-4.3930701504815195,8391,8391,263,14.433060884475708,0.6016528925619835,5.363141444785993,0.4101001497841346,,,,,
275,-2255.941964119011,0.05830636156282125,-4.4222807340644765,8360,8360,262,14.455605030059814,0.599778883360973,5.394612780503115,0.4206731122982061,,,,,
276,-2371.5220063394518,0.04861540491893727,-4.421009722661531,8878,8878,278,17.1337993144989,0.6277211352989804,5.3713675053163845,0.43244090725836554,,,,,
277,-2405.0943245441285,0.0507568529146203,-4.436052851703825,8691,8691,272,16.3848979473114,0.61003861003861,5.532960467897707,0.4408314129231138,,,,,
278,-2374.8043573773693,0.048905505473799196,-4.408253756290184,8892,8892,278,16.310591220855713,0.6485568760611206,5.297522767026246,0.4249559414092971,,,,,
279,-2378.9655199929966,0.04288054473796173,-4.433741720213625,9102,9102,285,15.79849910736084,0.6525129982668978,5.297562502087381,0.41821813466096264,-2402.5652624185777,48.1187998389893,0.6109836718800409,5.486615406127022,0.42440036247417157
280,-2354.4760172603374,0.04859306138583552,-4.386871185324925,8595,8595,269,15.865684032440186,0.6072908036454018,5.47470857426762,0.43331239530988275,,,,,
281,-2449.7539669849098,0.043228781347582776,-4.408075514926186,9085,9085,284,16.03919792175293,0.6156684643769514,5.460472954717034,0.4131575003746441,,,,,
282,-2325.6060866822536,0.04588922926563431,-4.4026918129102715,8788,8788,275,15.05766487121582,0.6161228406909789,5.371291281672366,0.42110974032730353,,,,,
283,-2259.7851715463594,0.05861227165837333,-4.397973201469816,8451,8451,265,14.546966075897217,0.6034288926363125,5.433986517743388,0.4371939750983166,,,,,
284,-2426.8623979441213,0.05775881287757389,-4.400829105761241,8741,8741,274,15.297233819961548,0.599614218793056,5.6256280598332395,0.42335745338475095,,,,,
285,-2418.480789083324,0.0494253003865936,-4.421551589414632,8876,8876,278,15.41546106338501,0.6134952766531714,5.512819304408559,0.445732208199537,,,,,
286,-2310.405166993616,0.047543440989641195,-4.409589911969723,8640,8640,270,14.957229137420654,0.6355244755244756,5.3197640886101025,0.4234780464455114,,,,,
287,-2465.3076578336,0.05127887928392738,-4.428405929424761,8827,8827,276,15.252020359039307,0.5897504695465522,5.487819691631469,0.4443191931177692,,,,,
288,-2447.8450739441464,0.054940919808821,-4.423972834929085,8575,8575,268,15.12231993675232,0.5901856763925729,5.568265407927218,0.4628594487953608,,,,,
289,-2370.244075139772,0.05381387758397443,-4.417137565184546,8685,8685,272,15.052596092224121,0.5836279575741093,5.549613648047495,0.4159875767211418,-2420.7205109477736,60.9617834276699,0.6089434040921374,5.488718775142387,0.4238809460539453
290,-2336.0344529719114,0.06096369850848912,-4.4775283160667865,8346,8346,261,14.485357999801636,0.6077836047474469,5.529295610510614,0.44230071806774496,,,,,
291,-2474.341104655124,0.048188344575464725,-4.467196963773651,9197,9197,288,16.124786138534546,0.6469439017583031,5.246945148917947,0.43605121683334297,,,,,
292,-2488.5788809832907,0.04483367040666053,-4.4379958807418864,9209,9209,288,16.09193229675293,0.6092806150466776,5.4747883005591795,0.4240729447113597,,,,,
293,-2252.775730376023,0.04369272467048064,-4.455467564124591,8766,8766,274,15.170026063919067,0.6683982683982684,5.125910634449803,0.4155262288725821,,,,,
294,-2405.74686895868,0.06026717697557829,-4.469317437179848,8678,8678,272,14.924431800842285,0.6092460099064392,5.3752337852797965,0.45374588426322676,,,,,
295,-2307.269461385506,0.0719987754353125,-4.473274217396258,8738,8738,274,16.080496072769165,0.6200848656294201,5.402966966530573,0.41210778024028927,,,,,
296,-2570.75902702101,0.05683439893654541,-4.493453658814366,9127,9127,286,15.93142294883728,0.5840257303671937,5.622127657032963,0.43482146847209185,,,,,
297,-2280.7450957368114,0.05685892413076396,-4.485124263054055,8389,8389,263,14.539719820022583,0.5889888252929953,5.463077707097391,0.4076323152943978,,,,,
298,-2256.3388716762884,0.05386862859147816,-4.492837164443352,8304,8304,260,14.261199951171875,0.5992152466367713,5.443079888259278,0.410926505369236,,,,,
299,-2541.33220021582,0.04559965306976778,-4.48657610762978,9246,9246,289,16.65084481239319,0.6117006802721089,5.401709224639121,0.4389599204051024,-2412.2958409046346,27.925188261431405,0.6127696148178896,5.439977275852034,0.42250692249139493
