episode,ep_reward,avg_loss,avg_q,epsilon,n_transitions,n_completion_bonus,global_abm_step,buffer_size,wall_time_s
236,-2346.5314008290006,0.36194463432432517,7.764665553043557,0.050000000000000044,8282,2055,169547,100000,24485.5
237,-2634.3198052448984,0.3585831357813735,7.934896849456241,0.050000000000000044,9075,2308,170265,100000,24590.5
238,-2573.2258874922222,0.3572220575368395,7.566418402432874,0.050000000000000044,8689,2175,170984,100000,24691.1
239,-2677.3564819889357,0.35934670609930225,7.891682465116795,0.050000000000000044,9218,2292,171703,100000,24798.0
240,-2528.570745937092,0.3625364526582591,7.9775033321056625,0.050000000000000044,8963,2178,172422,100000,24900.9,-2566.38979598015,70.75284347232318,0.6044574821349127,5.6013283950651385,0.42591528933530187
241,-2462.4773129631126,0.35641085942280315,7.985839212469549,0.050000000000000044,8702,2216,173141,100000,25046.2
242,-2469.097012411458,0.3627586326963364,7.782498808403509,0.050000000000000044,8578,2186,173860,100000,25145.1
243,-2472.51379126499,0.361329808590402,7.803884673721312,0.050000000000000044,8663,2230,174579,100000,25245.6
244,-2600.1156316206498,0.35788992697758665,8.021517933723622,0.050000000000000044,9269,2282,175298,100000,25352.4
245,-2546.818834344818,0.3555161598268046,8.231067442698007,0.050000000000000044,9246,2361,176017,100000,25459.6
246,-2620.3614695619112,0.3625135978429691,7.8125163980311365,0.050000000000000044,8993,2220,176734,100000,25562.7
247,-2650.948962493039,0.36315563544000345,7.759149919889191,0.050000000000000044,9333,2290,177452,100000,25669.6
248,-2691.066666186213,0.35806667282583127,7.656510071935364,0.050000000000000044,9278,2288,178171,100000,25776.7
249,-2483.612357925489,0.36344860981470384,7.867632214406029,0.050000000000000044,8586,2221,178888,100000,25876.1
250,-2531.414463989356,0.3661728821237923,7.73381694601644,0.050000000000000044,8691,2196,179607,100000,25976.4,-2616.834836774239,122.22733617850187,0.6140697227275603,5.620653955857324,0.4301942509104145
251,-2676.60074241044,0.3616238012393342,7.987430578434687,0.050000000000000044,9087,2247,180325,100000,26126.3
252,-2604.9031880935577,0.3581978951406037,7.884786297530485,0.050000000000000044,8957,2195,181044,100000,26229.6
253,-2571.884111467346,0.3652507751850185,7.76932121076987,0.050000000000000044,8943,2240,181763,100000,26332.6
254,-2335.9437996093743,0.3598081873255597,8.121377683407475,0.050000000000000044,8425,2162,182482,100000,26429.5
255,-2518.702815687344,0.35701822695901825,8.237810713610692,0.050000000000000044,8963,2245,183200,100000,26533.1
256,-2508.496021872441,0.3604927805630856,7.771070248378466,0.050000000000000044,8760,2188,183919,100000,26634.0
257,-2587.2080918582733,0.36436122288108963,7.627299055808011,0.050000000000000044,8748,2214,184638,100000,26734.0
258,-2404.497361455867,0.36399279228335196,8.103994614065662,0.050000000000000044,8421,2214,185357,100000,26830.6
259,-2497.929677987306,0.35800371454721325,7.699968436554604,0.050000000000000044,8776,2268,186076,100000,26932.2
260,-2578.137473616632,0.3626501168265083,8.011913876622158,0.050000000000000044,8929,2226,186795,100000,27035.4,-2617.284352673005,67.35652612739895,0.6203873923094788,5.592061689667311,0.4202064091368044
261,-2804.604008261957,0.36337141359667924,8.021094835241298,0.050000000000000044,9662,2326,187514,100000,27194.1
262,-2687.3257641765576,0.3580046598595838,7.793993790075344,0.050000000000000044,9236,2273,188233,100000,27300.5
263,-2551.7071090270224,0.35922455510467044,7.760992249127651,0.050000000000000044,8827,2196,188951,100000,27401.5
264,-2682.514350026352,0.3649710496703677,7.632438789998922,0.050000000000000044,8934,2207,189670,100000,27495.8
265,-2551.5314663094064,0.36086393054426325,7.617480055213436,0.050000000000000044,8786,2227,190388,100000,27586.7
266,-2425.741300599702,0.35483533597393596,7.620210734121879,0.050000000000000044,8292,2124,191105,100000,27676.1
267,-2675.057665567135,0.3597694537732329,7.691298872584213,0.050000000000000044,9065,2189,191824,100000,27775.9
268,-2723.224982630568,0.3596545214915839,8.137805283107157,0.050000000000000044,9525,2361,192540,100000,27884.1
269,-2465.070180236214,0.3540686358878741,8.056954611643235,0.050000000000000044,8751,2179,193256,100000,27984.5
270,-2695.576625332161,0.3510283492110187,8.06354144021291,0.050000000000000044,9234,2311,193975,100000,28091.4,-2616.3107946942737,71.27668387006504,0.5900093974878313,5.714763907826866,0.43550238990122325
271,-2449.0842136314445,0.35592550172635884,8.028706001608729,0.050000000000000044,8560,2083,194694,100000,28238.1
272,-2461.2394785173697,0.35735074068290174,7.707068190037388,0.050000000000000044,8618,2179,195413,100000,28338.4
273,-2652.861378344212,0.35108353731098707,7.731000711746021,0.050000000000000044,9295,2282,196130,100000,28447.0
274,-2486.337194910063,0.35843309658175776,7.7364680332556235,0.050000000000000044,8597,2186,196849,100000,28546.8
275,-2623.8535817129205,0.36023802649294134,7.376909668531662,0.050000000000000044,8739,2238,197568,100000,28642.9
276,-2668.1547671652356,0.35657387995460166,7.3531549751621865,0.050000000000000044,8720,2167,198286,100000,28742.7
277,-2545.49266682438,0.35447858128395954,7.481202932879396,0.050000000000000044,8659,2256,199004,100000,28841.9
278,-2721.382163794043,0.36101814919584835,7.759908013490038,0.050000000000000044,9417,2297,199722,100000,28950.9
279,-2667.269486959824,0.36178737602371613,7.636612413507928,0.050000000000000044,8846,2201,200441,100000,29053.2
280,-2502.335306794225,0.3568175712311411,7.94573583436408,0.050000000000000044,8735,2187,201158,100000,29154.9,-2579.1164760777356,37.19049895993116,0.6031695354971363,5.689456346650703,0.4253473697629384
281,-2557.3042234207337,0.3597104781768698,7.890679431414705,0.050000000000000044,8998,2280,201875,100000,29303.2
282,-2513.2614247251777,0.36246237127420877,7.616039550545548,0.050000000000000044,8602,2154,202594,100000,29402.3
283,-2433.023503109995,0.36025460541388815,7.8071481624033146,0.050000000000000044,8485,2188,203311,100000,29501.0
284,-2546.897216032553,0.3533937840577866,7.686280573869503,0.050000000000000044,8725,2173,204030,100000,29601.8
285,-2790.7355406478077,0.3550095278368725,7.553372474021733,0.050000000000000044,9615,2326,204749,100000,29712.9
286,-2529.915084603511,0.35350704583755443,7.499958696640401,0.050000000000000044,8495,2248,205468,100000,29811.2
287,-2555.880915456143,0.3505300457465237,7.650755469611473,0.050000000000000044,8796,2260,206187,100000,29912.8
288,-2493.1766003756707,0.3582205337107134,7.6500973061990925,0.050000000000000044,8731,2226,206906,100000,30013.9
289,-2524.5521100875103,0.35957804115314795,7.898803124552725,0.050000000000000044,8879,2201,207625,100000,30115.6
290,-2382.2443433876742,0.36096709153820544,7.679529626920525,0.050000000000000044,8398,2261,208344,100000,30211.8,-2583.2359219351665,61.69463864650369,0.6188525286726767,5.568051425252767,0.4236091914136281
291,-2616.172028188378,0.3561174902894691,7.618319227644154,0.050000000000000044,8970,2256,209063,100000,30359.8
292,-2514.6964766054484,0.36294305968800544,7.738952923435421,0.050000000000000044,8780,2197,209782,100000,30452.4
293,-2553.972539060992,0.36681825286598685,7.830871565196401,0.050000000000000044,8993,2341,210501,100000,30545.6
294,-2624.2850345252436,0.3607490387268627,7.540358594811043,0.050000000000000044,9003,2238,211218,100000,30646.3
295,-2673.5427007624703,0.36345317103255287,7.190352874777322,0.050000000000000044,8709,2166,211935,100000,30732.1
296,-2596.1451894812585,0.36944760313522057,7.977893230315164,0.050000000000000044,9268,2157,212654,100000,30830.7
297,-2546.7830021433665,0.3658474748946729,7.3971009311860705,0.050000000000000044,8753,2208,213372,100000,30927.9
298,-2652.7511560262787,0.36153216069791616,7.81961280395883,0.050000000000000044,8994,2227,214087,100000,31029.8
299,-2531.6658113859767,0.3648383937567768,8.135746337024383,0.050000000000000044,8977,2159,214806,100000,31128.5
300,-2586.2180597325523,0.36416741740571507,7.814570226406204,0.050000000000000044,9116,2267,215525,100000,31231.5,-2627.327953986417,98.23488061158469,0.616892462752463,5.629534260512136,0.41749817245187576
