combo_idx,combo_key,param_no_driver_threshold_steps,param_search_radius_km,param_n_drivers,param_p_cancel_per_step,param_patience_scale,param_acceptance_beta_a,CR_mean,CR_std,WT_mean,WT_std,DU_mean,DU_std,cancel_rate_mean,no_driver_rate_mean,acceptance_rate_mean,n_patterns_passed,pom_pass,mape_weighted,pass_threshold,mape_CR,mape_WT,mape_DU,mape_cancel_rate,mape_no_driver_rate,n_seeds,elapsed_s,error
45,acceptance_beta_a=4.0|n_drivers=400|no_driver_threshold_steps=1|p_cancel_per_step=0.7|patience_scale=8.0|search_radius_km=1.5,1,1.5,400,0.7,8.0,4.0,0.708845200302057,0.028598075266800287,3.2603922389875244,0.16393693297347883,0.36184769334578193,0.008714165935550593,0.20623821334743833,0.08071679928299796,0.20168695686394567,0,False,28.890461320173273,False,15.19243014013511,29.619240236483783,43.14465612669806,20.647897126657682,35.2919193444051,3,6.34,
42,acceptance_beta_a=4.0|n_drivers=400|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=16.0|search_radius_km=1.5,1,1.5,400,0.5,16.0,4.0,0.7693903989432744,0.005396869057536208,4.062317093029768,0.18281233627318624,0.3795181670680619,0.0019213926786775463,0.11833834674948114,0.10772290636554253,0.20095747202249611,1,False,37.20140137316775,False,25.03145925654458,61.50034002096481,40.36818171948298,54.46820202371231,13.641985615441952,3,6.84,
43,acceptance_beta_a=6.0|n_drivers=400|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=16.0|search_radius_km=1.5,1,1.5,400,0.5,16.0,6.0,0.7738679226281889,0.02167297249221729,3.832641770143922,0.15606356563634968,0.3893582095475617,0.004156571602572168,0.10082460044143315,0.12199932713272976,0.22812025242462627,1,False,34.99079362806658,False,25.759088976059548,52.369432243200855,38.82206436351234,61.206781534157365,2.197034939964059,3,6.88,
44,acceptance_beta_a=8.0|n_drivers=400|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=16.0|search_radius_km=1.5,1,1.5,400,0.5,16.0,8.0,0.7843421956487472,0.017961089923234884,3.5102301832994462,0.02683063254531046,0.38853043186207636,0.007790889567227118,0.09083697446048715,0.12003588094095068,0.24577459150994477,1,False,34.457019231582386,False,27.46123348190541,39.551727541757415,38.95212898966414,65.04961507812986,3.7710670580503307,3,6.72,
46,acceptance_beta_a=6.0|n_drivers=400|no_driver_threshold_steps=1|p_cancel_per_step=0.7|patience_scale=8.0|search_radius_km=1.5,1,1.5,400,0.7,8.0,6.0,0.7424097982635406,0.03317018838367378,2.916964066226327,0.07478037157842735,0.3605195492530147,0.00735560387098799,0.16958654156564615,0.08307820141580292,0.23439508792993555,0,False,30.302193862280465,False,20.646918093516685,15.966006034535788,43.35334085924219,34.749974440570156,33.398858655339566,3,6.18,
47,acceptance_beta_a=8.0|n_drivers=400|no_driver_threshold_steps=1|p_cancel_per_step=0.7|patience_scale=8.0|search_radius_km=1.5,1,1.5,400,0.7,8.0,8.0,0.7498697838582834,0.014688926224647191,2.910648805724024,0.13511491195280687,0.37384772149089657,0.01630145250331325,0.1591155640250709,0.08721712538388404,0.25124014080317963,0,False,30.11589658976169,False,21.85921926886871,15.71493830764836,41.25915087344826,38.778782067915245,30.080815468134283,3,6.45,
49,acceptance_beta_a=6.0|n_drivers=400|no_driver_threshold_steps=1|p_cancel_per_step=0.7|patience_scale=12.0|search_radius_km=1.5,1,1.5,400,0.7,12.0,6.0,0.7633455746335635,0.007172967803119975,3.1914621702192427,0.16263046003581455,0.3727752294385182,0.007448053832589748,0.13670017635907325,0.09717593190289246,0.23531608625051148,0,False,32.47613497996239,False,24.04913194204904,26.878875737895786,41.42766626144353,47.40331444311383,22.09715827174196,3,6.3,
48,acceptance_beta_a=4.0|n_drivers=400|no_driver_threshold_steps=1|p_cancel_per_step=0.7|patience_scale=12.0|search_radius_km=1.5,1,1.5,400,0.7,12.0,4.0,0.7381813983397821,0.016840151086076137,3.5635659392158145,0.0281744802918825,0.3728211018072522,0.012774057143343166,0.16491184676250714,0.09389340438365033,0.20311310357008142,0,False,32.24426497444109,False,19.95977277234566,41.672128908393304,41.420458562329735,36.54860747224431,24.728655771099202,3,6.6,
55,acceptance_beta_a=6.0|n_drivers=200|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=8.0|search_radius_km=2.0,1,2.0,200,0.5,8.0,6.0,0.507006907379835,0.011705871965654218,4.407892230101779,0.09643260945980665,0.4896477065886546,0.028643568012124098,0.19811412363287176,0.29111487806984393,0.2211886661495153,0,False,44.8191098995403,False,17.607740400823147,75.23892833443803,23.064070196328284,23.773717469643874,133.37750229839733,3,5.05,
54,acceptance_beta_a=4.0|n_drivers=200|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=8.0|search_radius_km=2.0,1,2.0,200,0.5,8.0,4.0,0.48664828976471136,0.017106283951696236,4.935336559358732,0.07903479726388385,0.4897814469982502,0.002122504534703408,0.23355435151611073,0.2757831360159318,0.19179478478060752,0,False,45.050083179800374,False,20.91616181128134,96.20785728961143,23.043056225209643,10.137754651696952,121.0865342443123,3,5.31,
