combo_idx,combo_key,param_no_driver_threshold_steps,param_search_radius_km,param_n_drivers,param_p_cancel_per_step,param_patience_scale,param_acceptance_beta_a,param_acceptance_beta_b,CR_mean,CR_std,WT_mean,WT_std,DU_mean,DU_std,cancel_rate_mean,no_driver_rate_mean,acceptance_rate_mean,n_patterns_passed,pom_pass,mape_weighted,pass_threshold,mape_CR,mape_WT,mape_DU,mape_cancel_rate,mape_no_driver_rate,n_seeds,elapsed_s,error
10,acceptance_beta_a=5.0|acceptance_beta_b=2.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.4|patience_scale=8.0|search_radius_km=1.5,1,1.5,275,0.4,8.0,5.0,2.0,0.5936270544762001,0.015879363983489662,4.237077702986013,0.11597021950842976,0.43794653946075185,0.014449961162949368,0.17645373465365807,0.22509667791136545,0.21379004718841346,1,False,35.77808279705237,False,3.5313451048200237,68.44807385952508,31.187619661376242,32.107756960470965,80.45281922697802,3,5.19,
15,acceptance_beta_a=7.0|acceptance_beta_b=1.5|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.4|patience_scale=8.0|search_radius_km=1.5,1,1.5,275,0.4,8.0,7.0,1.5,0.6410925853235278,0.048633175175878035,3.8851659294212495,0.1436676807753835,0.44694493450502043,0.009451771798849375,0.14558276519260321,0.21012294802673093,0.25469312373557657,1,False,33.54340875045581,False,4.18214416457942,54.457568001278055,29.773746216946645,43.985654391373345,68.44885809748718,3,5.06,
14,acceptance_beta_a=6.0|acceptance_beta_b=3.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.4|patience_scale=8.0|search_radius_km=1.5,1,1.5,275,0.4,8.0,6.0,3.0,0.6013762034540804,0.0029102227515193065,4.276003774551802,0.11341893781402751,0.4155094344525561,0.002409810316866289,0.19057923129497345,0.20432374107156423,0.20318972827175855,1,False,33.491210535138364,False,2.2720528053171236,69.99560785295509,34.713051339458886,26.672838550222664,63.799819053238835,3,5.15,
16,acceptance_beta_a=7.0|acceptance_beta_b=2.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.4|patience_scale=8.0|search_radius_km=1.5,1,1.5,275,0.4,8.0,7.0,2.0,0.6125827636873473,0.014323579238158567,3.9701150555685434,0.010952425887275234,0.4468919794485708,0.014002581444008535,0.1581529818297831,0.2258023189258941,0.2369521764940434,1,False,34.06691167703726,False,0.45090637414748586,57.83478165621694,29.7820667838582,39.149144670193266,81.01850909683928,3,5.11,
13,acceptance_beta_a=6.0|acceptance_beta_b=2.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.4|patience_scale=8.0|search_radius_km=1.5,1,1.5,275,0.4,8.0,6.0,2.0,0.6119119006436932,0.02514345706920563,4.0726197177908965,0.09532513721969568,0.4400465922579091,0.019081754844961024,0.16755586629719743,0.21397190788687145,0.2348843474758174,1,False,33.115831551190375,False,0.5599264313571555,61.90992828399962,30.857648720203578,35.53129595314956,71.534446318062,3,5.26,
12,acceptance_beta_a=6.0|acceptance_beta_b=1.5|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.4|patience_scale=8.0|search_radius_km=1.5,1,1.5,275,0.4,8.0,6.0,1.5,0.6292207066708191,0.01565407584748398,3.8618491310917586,0.10903745355470484,0.4478151879092141,0.000776635289386551,0.14394369769998383,0.22336043497927824,0.25093230084794504,1,False,34.4267991904303,False,2.2528787174104807,53.530591900649604,29.63700759055153,44.6163011089706,79.06092870746791,3,5.28,
11,acceptance_beta_a=5.0|acceptance_beta_b=3.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.4|patience_scale=8.0|search_radius_km=1.5,1,1.5,275,0.4,8.0,5.0,3.0,0.590272604414722,0.01191963845217407,4.59092408776728,0.19993522616465365,0.4288489822971256,0.017148443475711886,0.20603494607882267,0.2005974038682122,0.1885160176449003,1,False,33.92017339141546,False,4.076467303856904,82.51549157918487,32.61707396067645,20.72610613045079,60.81253350120585,3,5.35,
18,acceptance_beta_a=5.0|acceptance_beta_b=1.5|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.4|patience_scale=10.0|search_radius_km=1.5,1,1.5,275,0.4,10.0,5.0,1.5,0.6223525014778234,0.019693187597157803,4.188643826303913,0.12657887664722267,0.4576417923233098,0.013019406026883949,0.14180785317996222,0.23096537846791176,0.23766369846539245,1,False,36.511100339514066,False,1.1367461026377015,66.52255023013784,28.09300169153802,45.43808748562379,85.15756907248539,3,5.1,
17,acceptance_beta_a=7.0|acceptance_beta_b=3.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.4|patience_scale=8.0|search_radius_km=1.5,1,1.5,275,0.4,8.0,7.0,3.0,0.6197633558930549,0.020974500394000062,4.0511744629508195,0.012427049489588393,0.42047059572445783,0.00736619667047704,0.1785799729436619,0.19784561636455786,0.21652414157475466,1,False,31.464653791943956,False,0.7159913711829413,61.05735674189836,33.933528531072945,31.289666671658257,58.60651332553927,3,5.17,
19,acceptance_beta_a=5.0|acceptance_beta_b=2.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.4|patience_scale=10.0|search_radius_km=1.5,1,1.5,275,0.4,10.0,5.0,2.0,0.6164975828510434,0.011189147801874886,4.390133291369799,0.12387459834570926,0.44401863722633755,0.02712265534422443,0.16199210789109653,0.2171202570041525,0.2182044533236994,1,False,35.300133177127755,False,0.18527982395776652,74.53290894256256,30.233540879492782,37.672004613477114,74.05837727695354,3,5.46,
22,acceptance_beta_a=6.0|acceptance_beta_b=2.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.4|patience_scale=10.0|search_radius_km=1.5,1,1.5,275,0.4,10.0,6.0,2.0,0.6091444101128146,0.020701195634117597,4.343259022564387,0.18055365355350236,0.43977924821342024,0.009022600758687648,0.14585323272970022,0.24146261496526267,0.22673375960792133,1,False,39.13464054588478,False,1.0096634959600705,72.66938864689253,30.899655171706282,43.88158944880393,93.57286839016427,3,4.87,
21,acceptance_beta_a=6.0|acceptance_beta_b=1.5|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.4|patience_scale=10.0|search_radius_km=1.5,1,1.5,275,0.4,10.0,6.0,1.5,0.6573180141560108,0.00681420045385327,3.927800926598321,0.06479324336543144,0.436889135827969,0.013618308294526402,0.1303183362198057,0.20805541347337866,0.24742510290172692,0,False,35.592576643917134,False,6.818892747320877,56.152553002006925,31.35376428039775,49.85878778645228,66.79138166352348,3,5.11,
20,acceptance_beta_a=5.0|acceptance_beta_b=3.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.4|patience_scale=10.0|search_radius_km=1.5,1,1.5,275,0.4,10.0,5.0,3.0,0.6009053874006343,0.015666359410651812,4.849765277427484,0.15316414608085113,0.4211455508380288,0.007504380033975328,0.18524102885467522,0.20977439016711183,0.18462914017654344,1,False,37.43631172882236,False,2.34856379152728,92.80590938366416,33.82747616211546,28.726762419741746,68.16943039106516,3,5.22,
23,acceptance_beta_a=6.0|acceptance_beta_b=3.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.4|patience_scale=10.0|search_radius_km=1.5,1,1.5,275,0.4,10.0,6.0,3.0,0.5917916612754345,0.017885166377396098,4.607404387754472,0.11731039337333841,0.42586712339487315,0.00846019712304497,0.17208452984817377,0.23245140898216157,0.20307262788234345,1,False,39.59125952967712,False,3.829609666629545,83.17067776741864,33.08559874717336,33.78884982668687,86.34887228602852,3,5.17,
27,acceptance_beta_a=5.0|acceptance_beta_b=1.5|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=6.0|search_radius_km=1.5,1,1.5,275,0.5,6.0,5.0,1.5,0.6028349719020749,0.018588699829992218,3.5982111435945385,0.11842098753663335,0.4318308734887193,0.012289833198667154,0.21008914707769044,0.18406089273519713,0.23525387371540407,1,False,25.44835736931517,False,2.0349924676515267,43.0494739455053,32.148544100714574,19.166213957658368,47.5557405453103,3,5.05,
25,acceptance_beta_a=7.0|acceptance_beta_b=2.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.4|patience_scale=10.0|search_radius_km=1.5,1,1.5,275,0.4,10.0,7.0,2.0,0.6273543231817847,0.019306922692669103,4.233341243662544,0.21529423679071352,0.44523278293626967,0.020897779264954387,0.13372643456055208,0.23518096198077262,0.24004268584661245,1,False,38.48125400632038,False,1.9495780114401566,68.29952822967995,30.042768150745502,48.54748972123011,88.53706776896126,3,5.17,
26,acceptance_beta_a=7.0|acceptance_beta_b=3.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.4|patience_scale=10.0|search_radius_km=1.5,1,1.5,275,0.4,10.0,7.0,3.0,0.6290409139820183,0.012784769682202192,4.370350230514668,0.22073353439003013,0.4325756303757893,0.0075856293165072084,0.15527653567857128,0.21334997157871802,0.2141174386832787,1,False,36.22121913759363,False,2.223661115689312,73.74641911875212,32.03152412326259,40.25588452793275,71.03585983856674,3,5.25,
24,acceptance_beta_a=7.0|acceptance_beta_b=1.5|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.4|patience_scale=10.0|search_radius_km=1.5,1,1.5,275,0.4,10.0,7.0,1.5,0.6603771990287401,0.009181772579517234,3.9278097566783967,0.14902182684258478,0.4557434447007509,0.008876017375066905,0.12898013011928927,0.20728020745462297,0.2564567871318302,0,False,34.873018127711106,False,7.316032235022103,56.15290404819606,28.391279693184735,50.37367523834765,66.16992375102035,3,5.27,
28,acceptance_beta_a=5.0|acceptance_beta_b=2.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=6.0|search_radius_km=1.5,1,1.5,275,0.5,6.0,5.0,2.0,0.5990133026460333,0.019141479211653507,3.6579305397017805,0.07371598758576117,0.419139173918792,0.005241231723635567,0.22811425092645088,0.16860063544042178,0.21937579513102878,1,False,23.773404438678842,False,2.656041137527106,45.42366152276629,34.14272827448323,12.230884797780913,35.161745926184025,3,5.15,
29,acceptance_beta_a=5.0|acceptance_beta_b=3.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=6.0|search_radius_km=1.5,1,1.5,275,0.5,6.0,5.0,3.0,0.5632123368447185,0.018168723217094732,3.9126238436736394,0.2170866674789691,0.4060478008428874,0.018739861101002044,0.25787650742501217,0.17447075357107658,0.1874454761742679,1,False,26.506245238954055,False,8.473954908065405,55.54917714612699,36.1997111755542,0.779575163721911,39.867632195590275,3,5.08,
30,acceptance_beta_a=6.0|acceptance_beta_b=1.5|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=6.0|search_radius_km=1.5,1,1.5,275,0.5,6.0,6.0,1.5,0.6102777171065473,0.01717222659235292,3.642961935202587,0.12360386974089214,0.4435597645589355,0.014162903471394848,0.2089673782720465,0.17796493218431475,0.23902260286230356,1,False,24.193924446614524,False,0.8254929793970021,44.828573876750916,30.305641279133226,19.597825113616192,42.6688036188741,3,4.97,
32,acceptance_beta_a=6.0|acceptance_beta_b=3.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=6.0|search_radius_km=1.5,1,1.5,275,0.5,6.0,6.0,3.0,0.5828707781349457,0.015424391249847036,3.7980077169768727,0.1334332615388705,0.40344551668501216,0.024433991105673788,0.24323060134210558,0.16964235223336752,0.19988539640046823,1,False,25.311419775664582,False,5.279317173305429,50.99253053053544,36.608595254056965,6.414726027864852,35.99685701652701,3,4.9,
31,acceptance_beta_a=6.0|acceptance_beta_b=2.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=6.0|search_radius_km=1.5,1,1.5,275,0.5,6.0,6.0,2.0,0.6097750851234006,0.010120080551508126,3.560383598101582,0.11506198904702129,0.4194615923523161,0.005220928080439928,0.2128186757533459,0.17357235411486382,0.23106539926777234,1,False,24.11535910701404,False,0.907174282423604,41.545612646801345,34.09206825578971,18.116001987961628,39.14741403790866,3,5.02,
34,acceptance_beta_a=7.0|acceptance_beta_b=2.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=6.0|search_radius_km=1.5,1,1.5,275,0.5,6.0,7.0,2.0,0.6278849373616676,0.004048486424788559,3.4192193583713184,0.11297639887216183,0.41538173090022573,0.0036025617114222156,0.20818585356805755,0.16050311449395124,0.2382364267759598,1,False,22.577159935196242,False,2.035806622174174,35.93352668867757,34.7331167689617,19.898524133950097,28.670221941474267,3,4.87,
33,acceptance_beta_a=7.0|acceptance_beta_b=1.5|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=6.0|search_radius_km=1.5,1,1.5,275,0.5,6.0,7.0,1.5,0.6064685998017041,0.006961975489525984,3.3942352418366464,0.05038653888964701,0.44682410785861526,0.01018790252358383,0.197143957491406,0.1927421595899205,0.2583826576682901,1,False,25.153852023365125,False,1.444501867158051,34.94026515269452,29.792731112129765,24.146998066931303,54.51523498535443,3,4.92,
35,acceptance_beta_a=7.0|acceptance_beta_b=3.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=6.0|search_radius_km=1.5,1,1.5,275,0.5,6.0,7.0,3.0,0.61055371961706,0.01784615307775656,3.5657681302465725,0.10400520069245994,0.4115107726156813,0.016074961159934013,0.2208011769147351,0.1662892051896788,0.21942100266030562,1,False,23.19386396783667,False,0.780640591460708,41.75967859792118,35.341341357467414,15.044659179740005,33.30874609933925,3,5.15,
37,acceptance_beta_a=5.0|acceptance_beta_b=2.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=8.0|search_radius_km=1.5,1,1.5,275,0.5,8.0,5.0,2.0,0.5912451729766365,0.01735097091686015,4.062496818670934,0.06908966277234091,0.4264803212915937,0.017585044491682612,0.19875255063127706,0.20732542544492868,0.21489501279735224,1,False,32.15101017135004,False,3.918417935564518,61.507485143192866,32.989249985189915,23.52807664473413,66.20617357001437,3,5.19,
36,acceptance_beta_a=5.0|acceptance_beta_b=1.5|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=8.0|search_radius_km=1.5,1,1.5,275,0.5,8.0,5.0,1.5,0.6265944749079674,0.012939713214216988,3.8199641738545114,0.06395525221848715,0.44446183625006624,0.0017791558833853353,0.18873995100436,0.1809955041811062,0.23530142268437845,1,False,26.903465938577767,False,1.8260972159695645,51.86542527759459,30.163903202199847,27.380519035156826,45.098316420954134,3,5.19,
38,acceptance_beta_a=5.0|acceptance_beta_b=3.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=8.0|search_radius_km=1.5,1,1.5,275,0.5,8.0,5.0,3.0,0.575706971189394,0.02388708907101587,4.1397206433338445,0.13006860715397423,0.40531332214363375,0.010773577827060789,0.21594626819502152,0.20478822733593538,0.19196878620436322,0,False,33.025656389734486,False,6.443487193446976,64.57757387707792,36.31511619203381,16.91263122000586,64.17218286009603,3,5.32,
39,acceptance_beta_a=6.0|acceptance_beta_b=1.5|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=8.0|search_radius_km=1.5,1,1.5,275,0.5,8.0,6.0,1.5,0.6300105165263764,0.013125491864463974,3.7060124161992576,0.09005387205600174,0.445719447380851,0.002979938830769754,0.1761898677522127,0.19084902669292916,0.24430995780365372,1,False,28.176729010021294,False,2.3812284848512535,47.33519113145006,29.966300966191305,32.20928224605463,52.997570790559244,3,5.29,
40,acceptance_beta_a=6.0|acceptance_beta_b=2.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=8.0|search_radius_km=1.5,1,1.5,275,0.5,8.0,6.0,2.0,0.6040477433562363,0.014499877868236224,3.79833082332772,0.03275668410732268,0.423622119776004,0.006620699310275578,0.18976018357787672,0.20267433689833445,0.231448795491319,1,False,30.146200308510135,False,1.8379084062091833,51.0053758560799,33.4383450962447,26.987974904685487,62.477544393897766,3,5.68,
41,acceptance_beta_a=6.0|acceptance_beta_b=3.0|n_drivers=275|no_driver_threshold_steps=1|p_cancel_per_step=0.5|patience_scale=8.0|search_radius_km=1.5,1,1.5,275,0.5,8.0,6.0,3.0,0.5793314576220635,0.028219231319029432,4.167238048724555,0.12311362285617007,0.41394512370148284,0.012817526586958672,0.2128432239300698,0.2046626337163819,0.20309717722435175,0,False,32.78232218403732,False,5.8544821469132025,65.67154813495154,34.95884377454285,18.106556844827722,64.07149846556992,3,5.49,
